Auction_key,Auction_seq,Regist_type,Regist_class,Regist_date,Creditor,Regist_price
1464,10002,Registered building set,random auction,20160510,Private,0
1464,10003,Registered building set,mortgage,20091021,Public,180000000
1464,10004,Registered building set,right to lease on a deposit basis,20111117,Private,90000000
1465,10001,Registered building set,ownership transfer,20030628,Private,0
1465,10002,Registered building set,provisional attachment,20150327,Private,118629020
1465,10003,Registered building set,random auction,20160429,Public,0
1465,10004,Registered building set,mortgage,20150327,Public,240000000
1466,10001,Registered building set,ownership transfer,20110512,Private,0
1466,10002,Registered building set,random auction,20160429,Public,0
1466,10003,Registered building set,mortgage,20110512,Public,195600000
1466,10004,Registered building set,mortgage,20150327,Public,240000000
1466,19991,Other registration,,99999999,Private,0
1466,19992,Registered land separately,,99999999,Private,0
1467,10001,Registered building set,ownership transfer,20160629,Private,0
1467,10002,Registered building set,random auction,20160721,Public,0
1467,10003,Registered building set,mortgage,20110315,Public,105600000
1467,10004,Registered building set,mortgage,20150507,Private,15000000
1467,10005,Registered building set,mortgage,20150727,Private,22500000
1467,10006,Registered building set,mortgage,20151229,Private,15000000
1468,10001,Registered building set,provisional attachment,20130826,Public,8591473
1468,10002,Registered building set,real distress,20150112,Public,0
1468,10003,Registered building set,compulsion,20160509,Private,0
1469,10001,Registered building set,ownership transfer,20080730,Private,0
1469,10002,Registered building set,provisional attachment,20081203,Private,110000000
1469,10003,Registered building set,compulsion,20160509,Private,0
1470,10001,Registered building set,ownership transfer,20151110,Private,0
1470,10002,Registered building set,injunction,20160204,Public,0
1470,10003,Registered building set,random auction,20160512,Public,0
1470,10004,Registered building set,mortgage,20020917,Public,86400000
1470,10005,Registered building set,mortgage,20090729,Private,180000000
1471,10001,Registered building set,ownership transfer,20020829,Private,0
1471,10002,Registered building set,provisional attachment,20131030,Public,18439746
1471,10003,Registered building set,compulsion,20160512,Public,0
1471,10004,Registered building set,mortgage,20100723,Public,310800000
1471,10005,Registered building set,mortgage,20100813,Public,28000000
1471,10006,Registered building set,mortgage,20100830,Private,50000000
1472,10001,Registered building set,ownership transfer,19990722,Private,0
1472,10002,Registered building set,real distress,20160302,Public,0
1472,10003,Registered building set,random auction,20160518,Private,0
1472,10004,Registered building set,mortgage,20100126,Public,240000000
1472,10005,Registered building set,mortgage,20130424,Private,140000000
1473,10001,Registered building set,ownership transfer,20060327,Private,0
1473,10002,Registered building set,provisional attachment,20160510,Public,17819890
1473,10003,Registered building set,random auction,20160525,Private,0
1473,10004,Registered building set,provisional attachment,20160629,Public,28592379
1473,10005,Registered building set,real distress,20161121,Public,0
1473,10006,Registered building set,mortgage,19960613,Public,18200000
1473,10007,Registered building set,mortgage,20000315,Public,18200000
1473,10008,Registered building set,mortgage,20141114,Public,36000000
1473,10009,Registered building set,mortgage,20151120,Private,37000000
1474,10001,Registered building set,ownership transfer,20031208,Private,0
1474,10002,Registered building set,provisional attachment,20150624,Public,17083306
1474,10003,Registered building set,provisional attachment,20160104,Public,13246206
1474,10004,Registered building set,random auction,20160518,Public,0
1474,10005,Registered building set,mortgage,20120423,Public,163200000
1474,10006,Registered building set,mortgage,20120424,Public,28600000
1475,10001,Registered building set,ownership transfer,20061211,Private,0
1475,10002,Registered building set,compulsion,20160523,Private,0
1475,10003,Registered building set,provisional attachment,20160616,Private,83000000
1475,10004,Registered building set,provisional attachment,20160802,Private,27550000
1475,10005,Registered building set,mortgage,20060112,Public,377000000
1476,10001,Registered building set,ownership transfer,20031017,Private,0
1476,10002,Registered building set,provisional attachment,20150616,Public,321000000
1476,10003,Registered building set,provisional attachment,20150714,Public,8068229
1476,10004,Registered building set,provisional attachment,20150720,Public,16760823
1476,10005,Registered building set,provisional attachment,20150722,Public,11668993
1476,10006,Registered building set,provisional attachment,20150804,Public,15980425
1476,10007,Registered building set,provisional attachment,20160318,Public,68741551
1476,10008,Registered building set,random auction,20160525,Public,0
1476,10009,Registered building set,mortgage,20031017,Private,188400000
1476,10010,Registered building set,the right of pledge,20160711,Public,188400000
1476,10011,Registered building set,mortgage,20031022,Private,40300000
1476,10012,Registered building set,the right of pledge,20160711,Public,40300000
1476,10013,Registered building set,mortgage,20031103,Public,80000000
1476,10014,Registered building set,mortgage,20040506,Public,59000000
1476,10015,Registered building set,mortgage,20080321,Public,80000000
1476,10016,Registered building set,transfer,20150707,Public,52000000
1476,10017,Registered building set,mortgage,20150527,Private,30000000
1477,10001,Registered building set,ownership transfer,20060724,Private,0
1477,10002,Registered building set,provisional attachment,20160405,Public,100456843
1477,10003,Registered building set,provisional attachment,20160406,Public,15215433
1477,10004,Registered building set,provisional attachment,20160421,Public,28908842
1477,10005,Registered building set,provisional attachment,20160422,Public,20540204
1477,10006,Registered building set,provisional attachment,20160503,Public,31939023
1477,10007,Registered building set,real distress,20160504,Public,0
1477,10008,Registered building set,random auction,20160531,Public,0
1477,10009,Registered building set,provisional attachment,20160601,Public,8378404
1477,10010,Registered building set,mortgage,20150925,Public,180000000
1477,10011,Registered building set,mortgage,20150925,Public,92400000
1478,10001,Registered building set,ownership transfer,20110520,Private,0
1478,10002,Registered building set,provisional attachment,20111229,Public,41570000
1478,10003,Registered building set,real distress,20130904,Public,0
1478,10004,Registered building set,real distress,20141231,Public,0
1478,10005,Registered building set,provisional attachment,20150203,Public,8062690
1478,10006,Registered building set,real distress,20151001,Public,0
1478,10007,Registered building set,real distress,20160510,Public,0
1478,10008,Registered building set,random auction,20160602,Public,0
1478,10009,Registered building set,provisional attachment,20160706,Public,4563260
1478,10010,Registered building set,mortgage,20110520,Public,158400000
1478,10011,Registered building set,mortgage,20110520,Public,26000000
1479,10001,Registered building set,ownership transfer,20080430,Private,0
1479,10002,Registered building set,compulsion,20160603,Private,0
1479,10003,Registered building set,mortgage,20080430,Public,120000000
1480,10001,Registered building set,ownership transfer,19990625,Private,0
1480,10002,Registered building set,injunction,20140515,Private,0
1480,10003,Registered building set,compulsion,20160615,Private,0
1480,10004,Registered building set,mortgage,19960921,Public,18200000
1480,10005,Registered building set,mortgage,19990226,Public,18200000
1480,10006,Registered building set,the right of lease,20160415,Private,130000000
1481,10001,Registered building set,ownership transfer,20110525,Private,0
1481,10002,Registered building set,provisional attachment,20151006,Private,200000000
1481,10003,Registered building set,compulsion,20160609,Private,0
1481,10004,Registered building set,mortgage,20150521,Public,60000000
1482,10001,Registered building set,ownership transfer,20031014,Private,0
1482,10002,Registered building set,compulsion,20160609,Private,0
1482,10003,Registered building set,mortgage,20151204,Public,138000000
1483,10001,Registered building set,provisional attachment,20110223,Private,4008264000
1483,10002,Registered building set,provisional attachment,20110316,Private,225230766
1483,10003,Registered building set,compulsion,20160617,Public,0
1484,10001,Registered building set,ownership transfer,20061130,Private,0
1484,10002,Registered building set,real distress,20150316,Public,0
1484,10003,Registered building set,real distress,20151203,Public,0
1484,10004,Registered building set,compulsion,20160610,Public,0
1484,10005,Registered building set,provisional attachment,20160808,Public,8489848
1484,10006,Registered building set,provisional attachment,20160819,Public,20067871
1484,10007,Registered building set,provisional attachment,20160822,Public,8858154
1484,10008,Registered building set,provisional attachment,20160824,Public,9533055
1484,10009,Registered building set,random auction,20160907,Public,0
1484,10010,Registered building set,real distress,20161006,Public,0
1484,10011,Registered building set,provisional attachment,20161118,Public,5268479
1484,10012,Registered building set,provisional attachment,20161123,Public,4359060
1484,10013,Registered building set,mortgage,20140828,Public,480000000
1484,10014,Registered building set,mortgage,20160818,Private,120000000
1485,10001,Registered building set,ownership transfer,20000216,Private,0
1485,10002,Registered building set,provisional attachment,20160429,Public,153000000
1485,10003,Registered building set,provisional attachment,20160504,Public,364000000
1485,10004,Registered building set,provisional attachment,20160524,Public,166295720
1485,10005,Registered building set,random auction,20160613,Public,0
1485,10006,Registered building set,provisional attachment,20160623,Public,10426885
1485,10007,Registered building set,provisional attachment,20160707,Public,91759555
1485,10008,Registered building set,provisional attachment,20160708,Public,14716493
1485,10009,Registered building set,random auction,20160810,Public,0
1485,10010,Registered building set,provisional attachment,20160811,Public,26143052
1485,10011,Registered building set,real distress,20161207,Public,0
1485,10012,Registered building set,real distress,20170508,Public,0
1485,10013,Registered building set,mortgage,20110603,Private,409200000
1485,10014,Registered building set,the right of pledge,20160826,Public,409200000
1485,10015,Registered building set,mortgage,20150302,Public,130000000
1486,10001,Registered building set,ownership transfer,20060816,Private,0
1486,10002,Registered building set,real distress,20160325,Public,0
1486,10003,Registered building set,compulsion,20160614,Private,0
1486,10004,Registered building set,mortgage,20100618,Public,276000000
1487,10001,Registered building set,ownership transfer,20140404,Private,0
1487,10002,Registered building set,provisional attachment,20160428,Private,63000000
1487,10003,Registered building set,random auction,20160614,Private,0
1487,10004,Registered building set,real distress,20161207,Public,0
1487,10005,Registered building set,mortgage,20140404,Public,278300000
1487,10006,Registered building set,the right of pledge,20160930,Public,278300000
1487,10007,Registered building set,mortgage,20160415,Public,195000000
1487,10008,Registered building set,the right of pledge,20160630,Public,195000000
1488,10001,Registered building set,ownership transfer,20041223,Private,0
1488,10002,Registered building set,provisional attachment,20160512,Public,330400000
1488,10003,Registered building set,provisional attachment,20160601,Public,159082219
1488,10004,Registered building set,random auction,20160615,Public,0
1488,10005,Registered building set,mortgage,20041223,Public,108600000
1488,10006,Registered building set,mortgage,20090417,Public,260000000
1489,10001,Registered building set,ownership transfer,20011126,Private,0
1489,10002,Registered building set,provisional attachment,20160513,Public,11521026
1489,10003,Registered building set,random auction,20160616,Public,0
1489,10004,Registered building set,provisional attachment,20160629,Public,8568754
1489,10005,Registered building set,provisional attachment,20160725,Public,40578650
1489,10006,Registered building set,mortgage,20150805,Public,255600000
1489,10007,Registered building set,the right of pledge,20160701,Public,255600000
1489,10008,Registered building set,mortgage,20150806,Public,26000000
1489,10009,Registered building set,the right of pledge,20160808,Public,26000000
1489,10010,Registered building set,mortgage,20150921,Public,600000000
1490,10001,Registered building set,ownership transfer,20040617,Private,0
1490,10002,Registered building set,provisional attachment,20151029,Public,349272000
1490,10003,Registered building set,random auction,20160617,Public,0
1490,10004,Registered building set,mortgage,20061031,Public,8400000
1490,10005,Registered building set,mortgage,20061103,Public,150000000
1491,10001,Registered building set,ownership transfer,20130923,Private,0
1491,10002,Registered building set,provisional registration,20150914,Private,0
1491,10003,Registered building set,provisional attachment,20151112,Public,11236725
1491,10004,Registered building set,random auction,20160622,Public,0
1491,10005,Registered building set,mortgage,20130923,Public,117000000
1491,10006,Registered building set,mortgage,20150520,Public,48000000
1492,10001,Registered building set,ownership transfer,20140424,Private,0
1492,10002,Registered building set,provisional attachment,20140612,Public,185506658
1492,10003,Registered building set,real distress,20141031,Public,0
1492,10004,Registered building set,real distress,20151221,Public,0
1492,10005,Registered building set,compulsion,20160624,Public,0
1492,10006,Registered building set,mortgage,20140424,Public,60000000
1492,10007,Registered building set,mortgage,20160905,Private,212400000
1492,10008,Registered building set,mortgage,20160905,Private,38400000
1492,10009,Registered building set,mortgage,20160905,Private,24000000
1493,10001,Registered building set,ownership transfer,20010919,Private,0
1493,10002,Registered building set,random auction,20160627,Private,0
1493,10003,Registered building set,mortgage,20111109,Public,168000000
1493,10004,Registered building set,mortgage,20111109,Public,117000000
1493,10005,Registered building set,mortgage,20130619,Private,150000000
1494,10001,Registered building set,ownership transfer,20050429,Private,0
1494,10002,Registered building set,provisional attachment,20140516,Private,43520000
1494,10003,Registered building set,provisional attachment,20140530,Private,10500000
1494,10004,Registered building set,provisional attachment,20140818,Public,22541748
1494,10005,Registered building set,real distress,20150617,Public,0
1494,10006,Registered building set,real distress,20150817,Public,0
1494,10007,Registered building set,real distress,20160510,Public,0
1494,10008,Registered building set,random auction,20160628,Public,0
1494,10009,Registered building set,mortgage,20130405,Public,242000000
1494,10010,Registered building set,mortgage,20130409,Public,33000000
1494,10011,Registered building set,mortgage,20130725,Public,33000000
1494,10012,Registered building set,mortgage,20140117,Private,100000000
1494,10013,Registered building set,mortgage,20140207,Private,100000000
1495,10001,Registered building set,ownership transfer,20000529,Private,0
1495,10002,Registered building set,random auction,20160629,Public,0
1495,10003,Registered building set,provisional attachment,20160719,Public,18304000
1495,10004,Registered building set,mortgage,20150417,Public,288000000
1495,10005,Registered building set,the right of pledge,20161114,Public,288000000
1495,10006,Registered building set,mortgage,20150417,Public,127200000
1495,10007,Registered building set,the right of pledge,20161114,Public,127200000
1495,10008,Registered building set,mortgage,20160308,Public,10000000
1496,10001,Registered building set,ownership transfer,20160615,Private,0
1496,10002,Registered building set,injunction,20150128,Public,0
1496,10003,Registered building set,injunction,20160225,Public,0
1496,10004,Registered building set,random auction,20160629,Public,0
1496,10005,Registered building set,mortgage,20160615,Public,242400000
1497,10001,Registered building set,ownership transfer,20160421,Private,0
1497,10002,Registered building set,injunction,20160527,Public,0
1497,10003,Registered building set,injunction,20160610,Private,0
1497,10004,Registered building set,random auction,20160701,Private,0
1497,10005,Registered building set,mortgage,20070525,Public,108000000
1497,10006,Registered building set,mortgage,20070614,Public,100000000
1497,10007,Registered building set,mortgage,20080625,Public,60000000
1497,10008,Registered building set,mortgage,20160304,Private,67500000
1498,10001,Registered building set,ownership transfer,20130130,Private,0
1498,10002,Registered building set,provisional attachment,20150210,Public,450000000
1498,10003,Registered building set,real distress,20150715,Public,0
1498,10004,Registered building set,real distress,20151026,Public,0
1498,10005,Registered building set,provisional attachment,20160407,Private,153500000
1498,10006,Registered building set,provisional attachment,20160627,Public,3277435
1498,10007,Registered building set,random auction,20160701,Public,0
1498,10008,Registered building set,real distress,20160712,Public,0
1498,10009,Registered building set,real distress,20160810,Public,0
1498,10010,Registered building set,random auction,20160908,Public,0
1498,10011,Registered building set,real distress,20161007,Public,0
1498,10012,Registered building set,mortgage,20130228,Public,49500000
1498,10013,Registered building set,mortgage,20130621,Public,36000000
1498,10014,Registered building set,mortgage,20160422,Private,200000000
1499,10001,Registered building set,ownership transfer,20061018,Private,0
1499,10002,Registered building set,real distress,20151217,Public,0
1499,10003,Registered building set,provisional attachment,20160614,Public,15371593
1499,10004,Registered building set,provisional attachment,20160615,Public,7859146
1499,10005,Registered building set,provisional attachment,20160620,Public,10366497
1499,10006,Registered building set,random auction,20160704,Public,0
1499,10007,Registered building set,provisional attachment,20160804,Public,16816328
1499,10008,Registered building set,mortgage,20150714,Public,279500000
1500,10001,Registered building set,ownership transfer,20001215,Private,0
1500,10002,Registered building set,random auction,20160704,Public,0
1500,10003,Registered building set,mortgage,20150820,Public,312000000
1501,10001,Registered building set,ownership transfer,20140127,Public,0
1501,10002,Registered building set,provisional attachment,20150727,Public,34000000
1501,10003,Registered building set,real distress,20160201,Private,0
1501,10004,Registered building set,provisional attachment,20160502,Public,7835405
1501,10005,Registered building set,real distress,20160621,Public,0
1501,10006,Registered building set,random auction,20160704,Public,0
1501,10007,Registered building set,real distress,20160825,Public,0
1501,10008,Registered building set,provisional attachment,20160906,Private,61515844
1501,10009,Registered building set,provisional attachment,20160923,Private,13645921
1501,10010,Registered building set,mortgage,20140127,Public,600000000
1502,10001,Registered building set,ownership transfer,20050311,Private,0
1502,10002,Registered building set,provisional attachment,20151019,Public,37614000
1502,10003,Registered building set,provisional attachment,20151223,Public,90000000
1502,10004,Registered building set,provisional attachment,20151229,Public,93081993
1502,10005,Registered building set,provisional attachment,20160330,Private,121200000
1502,10006,Registered building set,provisional attachment,20160420,Public,19550000
1502,10007,Registered building set,provisional attachment,20160516,Public,50506691
1502,10008,Registered building set,provisional attachment,20160518,Public,50432471
1502,10009,Registered building set,provisional attachment,20160620,Public,51539495
1502,10010,Registered building set,random auction,20160704,Public,0
1502,10011,Registered building set,mortgage,20140618,Public,230400000
1502,10012,Registered building set,mortgage,20141030,Public,38400000
1503,10001,Registered building set,ownership transfer,20140424,Private,0
1503,10002,Registered building set,provisional attachment,20140611,Public,63493917
1503,10003,Registered building set,real distress,20140619,Public,0
1503,10004,Registered building set,real distress,20150625,Public,0
1503,10005,Registered building set,random auction,20160708,Public,0
1503,10006,Registered building set,mortgage,20140424,Public,306000000
1504,10001,Registered building set,ownership transfer,20140617,Private,0
1504,10002,Registered building set,provisional attachment,20160211,Public,4871717
1504,10003,Registered building set,provisional attachment,20160226,Public,6742402
1504,10004,Registered building set,provisional attachment,20160226,Public,13413446
1504,10005,Registered building set,provisional attachment,20160308,Public,10906528
1504,10006,Registered building set,provisional attachment,20160311,Public,5839166
1504,10007,Registered building set,provisional attachment,20160420,Public,20675149
1504,10008,Registered building set,compulsion,20160721,Public,0
1504,10009,Registered building set,mortgage,20140617,Public,114400000
1504,10010,Registered building set,mortgage,20140617,Public,34800000
1505,10001,Registered building set,provisional registration,20140314,Private,0
1505,10002,Registered building set,random auction,20160714,Private,0
1505,10003,Registered building set,mortgage,20141218,Private,30000000
1506,10001,Registered building set,ownership transfer,20090825,Private,0
1506,10002,Registered building set,provisional attachment,20151026,Public,11509880
1506,10003,Registered building set,provisional attachment,20151222,Public,40375000
1506,10004,Registered building set,provisional attachment,20160129,Public,24305257
1506,10005,Registered building set,provisional attachment,20160429,Public,11076038
1506,10006,Registered building set,random auction,20160715,Private,0
1506,10007,Registered building set,real distress,20160721,Public,0
1506,10008,Registered building set,mortgage,20090825,Public,192000000
1506,10009,Registered building set,mortgage,20150310,Private,36000000
1506,10010,Registered building set,mortgage,20151112,Public,15000000
1506,10011,Registered building set,injunction,20160122,Public,0
1506,10012,Registered building set,mortgage,20151124,Public,50000000
1506,10013,Registered building set,injunction,20160122,Public,0
1507,10001,Registered building set,ownership transfer,20040930,Private,0
1507,10002,Registered building set,compulsion,20160715,Private,0
1507,10003,Registered building set,provisional attachment,20160718,Private,60000000
1507,10004,Registered building set,provisional attachment,20161005,Private,23793587
1508,10001,Registered building set,real distress,20140224,Public,0
1508,10002,Registered building set,real distress,20140402,Public,0
1508,10003,Registered building set,real distress,20150225,Public,0
1508,10004,Registered building set,real distress,20150316,Public,0
1508,10005,Registered building set,real distress,20160830,Public,0
1508,10006,Registered building set,random auction,20161101,Private,0
1508,10007,Registered building set,mortgage,20131119,Private,200000000
1509,10001,Registered building set,ownership transfer,20060116,Private,0
1509,10002,Registered building set,provisional attachment,20100326,Public,800000000
1509,10003,Registered building set,provisional attachment,20100408,Public,15078958
1509,10004,Registered building set,real distress,20150908,Public,0
1509,10005,Registered building set,compulsion,20160720,Public,0
1510,10001,Registered building set,ownership transfer,20020722,Private,0
1510,10002,Registered building set,real distress,20160516,Public,0
1510,10003,Registered building set,real distress,20160620,Public,0
1510,10004,Registered building set,provisional attachment,20160624,Public,7199931
1510,10005,Registered building set,provisional attachment,20160719,Public,20241689
1510,10006,Registered building set,compulsion,20160721,Public,0
1510,10007,Registered building set,provisional attachment,20160722,Public,14597811
1510,10008,Registered building set,mortgage,20151022,Public,241800000
1510,10009,Registered building set,mortgage,20151022,Public,123500000
1511,10001,Registered building set,ownership transfer,19990306,Private,0
1511,10002,Registered building set,provisional attachment,20160425,Public,30838452
1511,10003,Registered building set,provisional attachment,20160427,Public,25754770
1511,10004,Registered building set,random auction,20160722,Public,0
1511,10005,Registered building set,mortgage,20150129,Public,198900000
1511,10006,Registered building set,mortgage,20150129,Public,110500000
1512,10001,Registered building set,ownership transfer,20080728,Private,0
1512,10002,Registered building set,real distress,20131007,Public,0
1512,10003,Registered building set,provisional attachment,20151016,Private,10000000
1512,10004,Registered building set,compulsion,20160726,Private,0
1512,10005,Registered building set,provisional attachment,20170102,Private,21800000
1512,10006,Registered building set,real distress,20170526,Public,0
1512,10007,Registered building set,mortgage,20080728,Public,156000000
1512,10008,Registered building set,the right of lease,20141226,Private,58785714
1513,10001,Registered building set,ownership transfer,20041123,Private,0
1513,10002,Registered building set,real distress,20120112,Public,0
1513,10003,Registered building set,real distress,20120718,Public,0
1513,10004,Registered building set,provisional attachment,20120719,Public,5729841
1513,10005,Registered building set,provisional attachment,20120726,Public,9207583
1513,10006,Registered building set,provisional attachment,20120821,Public,13342905
1513,10007,Registered building set,real distress,20141021,Public,0
1513,10008,Registered building set,real distress,20150331,Public,0
1513,10009,Registered building set,real distress,20150820,Public,0
1513,10010,Registered building set,random auction,20160727,Public,0
1513,10011,Registered building set,mortgage,20090421,Public,204000000
1513,10012,Registered building set,mortgage,20120531,Private,50000000
1514,10001,Registered building set,ownership transfer,20060228,Private,0
1514,10002,Registered building set,provisional attachment,20131023,Public,255000000
1514,10003,Registered building set,real distress,20150821,Public,0
1514,10004,Registered building set,real distress,20160115,Public,0
1514,10005,Registered building set,random auction,20160727,Public,0
1514,10006,Registered building set,mortgage,20060228,Public,240000000
1514,10007,Registered building set,mortgage,20061129,Public,84000000
1514,10008,Registered building set,mortgage,20101007,Public,65000000
1515,10001,Registered building set,ownership transfer,20080819,Private,0
1515,10002,Registered building set,provisional attachment,20160105,Public,19090966
1515,10003,Registered building set,provisional attachment,20160114,Public,30780000
1515,10004,Registered building set,provisional attachment,20160126,Public,14577642
1515,10005,Registered building set,provisional attachment,20160401,Public,11516842
1515,10006,Registered building set,provisional attachment,20160421,Public,15622427
1515,10007,Registered building set,provisional attachment,20160510,Private,112355202
1515,10008,Registered building set,random auction,20160727,Public,0
1515,10009,Registered building set,mortgage,20080819,Public,138000000
1516,10001,Registered building set,ownership transfer,19991018,Private,0
1516,10002,Registered building set,provisional attachment,20160202,Public,8229297
1516,10003,Registered building set,random auction,20160729,Public,0
1516,10004,Registered building set,mortgage,20150227,Public,122400000
1516,10005,Registered building set,mortgage,20150227,Public,73200000
1517,10001,Registered building set,ownership transfer,20010830,Private,0
1517,10002,Registered building set,random auction,20160729,Public,0
1517,10003,Registered building set,mortgage,20050930,Public,188500000
1517,10004,Registered building set,the right of pledge,20160420,Public,188500000
1517,10005,Registered building set,the right of pledge,20160509,Private,20000000
1517,10006,Registered building set,mortgage,20061201,Public,104000000
1517,10007,Registered building set,the right of pledge,20160420,Public,104000000
1517,10008,Registered building set,mortgage,20110608,Public,305058000
1517,19995,Other registration,,99999999,Private,0
1518,10001,Registered building set,ownership transfer,20051101,Private,0
1518,10002,Registered building set,real distress,20150424,Public,0
1518,10003,Registered building set,real distress,20150506,Public,0
1518,10004,Registered building set,real distress,20150608,Public,0
1518,10005,Registered building set,real distress,20150610,Public,0
1518,10006,Registered building set,real distress,20151216,Public,0
1518,10007,Registered building set,provisional attachment,20160701,Private,11000000
1518,10008,Registered building set,real distress,20160713,Public,0
1518,10009,Registered building set,random auction,20160729,Public,0
1518,10010,Registered building set,mortgage,20051101,Public,96000000
1518,10011,Registered building set,mortgage,20061024,Public,35400000
1518,10012,Registered building set,mortgage,20080923,Public,182000000
1519,10001,Registered building set,ownership transfer,20050620,Private,0
1519,10002,Registered building set,provisional attachment,20160623,Public,12170046
1519,10003,Registered building set,provisional attachment,20160721,Public,191483065
1519,10004,Registered building set,random auction,20160729,Public,0
1519,10005,Registered building set,mortgage,20070402,Public,237600000
1519,10006,Registered building set,mortgage,20070402,Public,650000000
1520,10001,Registered building set,ownership transfer,20140902,Private,0
1520,10002,Registered building set,real distress,20160324,Public,0
1520,10003,Registered building set,real distress,20160427,Public,0
1520,10004,Registered building set,real distress,20160707,Public,0
1520,10005,Registered building set,real distress,20160712,Public,0
1520,10006,Registered building set,random auction,20160801,Public,0
1520,10007,Registered building set,mortgage,20140902,Public,205800000
1521,10001,Registered building set,ownership transfer,20000219,Private,0
1521,10002,Registered building set,real distress,20160418,Public,0
1521,10003,Registered building set,random auction,20160804,Public,0
1521,10004,Registered building set,real distress,20161006,Public,0
1521,10005,Registered building set,mortgage,20081128,Public,149160000
1521,10006,Registered building set,the right of pledge,20161115,Public,149160000
1521,10007,Registered building set,mortgage,20090609,Public,24000000
1521,10008,Registered building set,the right of pledge,20161115,Public,24000000
1521,10009,Registered building set,mortgage,20150922,Public,52500000
1521,10010,Registered building set,the right of pledge,20160720,Public,52500000
1522,10001,Registered building set,ownership transfer,19971222,Private,0
1522,10002,Registered building set,provisional attachment,20150302,Public,4506600
1522,10003,Registered building set,provisional attachment,20150304,Public,27748849
1522,10004,Registered building set,random auction,20160805,Public,0
1522,10005,Registered building set,mortgage,20100319,Public,415000000
1523,10001,Registered building set,real distress,20080121,Public,0
1523,10002,Registered building set,real distress,20140424,Public,0
1523,10003,Registered building set,compulsion,20160811,Private,0
1524,10001,Registered building set,ownership transfer,20151130,Private,0
1524,10002,Registered building set,provisional attachment,20160602,Private,116055400
1524,10003,Registered building set,random auction,20160812,Public,0
1524,10004,Registered building set,real distress,20161226,Public,0
1524,10005,Registered building set,mortgage,20151201,Private,336000000
1524,10006,Registered building set,the right of pledge,20161013,Public,336000000
1524,10007,Registered building set,mortgage,20151201,Private,88000000
1524,10008,Registered building set,mortgage,20151201,Private,55000000
1525,10001,Registered building set,ownership transfer,20141230,Private,0
1525,10002,Registered building set,provisional attachment,20151030,Public,17744445
1525,10003,Registered building set,provisional attachment,20151228,Public,134201074
1525,10004,Registered building set,provisional attachment,20160727,Public,30683606
1525,10005,Registered building set,random auction,20160818,Public,0
1525,10006,Registered building set,mortgage,20141230,Public,264000000
1525,10007,Registered building set,the right of pledge,20160510,Public,264000000
1526,10001,Registered building set,provisional attachment,20160706,Private,25340818
1526,10002,Registered building set,provisional attachment,20160802,Private,37508500
1526,10003,Registered building set,real distress,20160830,Public,0
1526,10004,Registered building set,ownership transfer,20160913,Private,0
1526,10005,Registered building set,random auction,20160922,Public,0
1526,10006,Registered building set,provisional attachment,20161031,Private,40000000
1526,10007,Registered building set,provisional attachment,20161103,Public,13389090
1526,10008,Registered building set,provisional attachment,20161124,Private,37508500
1526,10009,Registered building set,real distress,20161128,Public,0
1526,10010,Registered building set,real distress,20170321,Public,0
1526,10011,Registered building set,mortgage,20150918,Public,327600000
1527,10001,Registered building set,ownership transfer,20041130,Private,0
1527,10002,Registered building set,real distress,20140421,Public,0
1527,10003,Registered building set,real distress,20141118,Public,0
1527,10004,Registered building set,real distress,20141120,Public,0
1527,10005,Registered building set,provisional attachment,20150115,Public,11236096
1527,10006,Registered building set,real distress,20160223,Public,0
1527,10007,Registered building set,random auction,20160819,Public,0
1527,10008,Registered building set,mortgage,20110722,Public,266400000
1527,10009,Registered building set,mortgage,20110722,Public,96200000
1528,10001,Registered building set,ownership transfer,20051230,Private,0
1528,10002,Registered building set,provisional attachment,20160308,Private,90000000
1528,10003,Registered building set,provisional attachment,20160524,Public,131525234
1528,10004,Registered building set,provisional attachment,20160608,Public,21526986
1528,10005,Registered building set,random auction,20160823,Public,0
1528,10006,Registered building set,mortgage,20051230,Public,227500000
1528,10007,Registered building set,mortgage,20061019,Public,120000000
1528,10008,Registered building set,mortgage,20101029,Public,100000000
1529,10001,Registered building set,ownership transfer,20111124,Private,0
1529,10002,Registered building set,real distress,20160614,Public,0
1529,10003,Registered building set,random auction,20160824,Public,0
1529,10004,Registered building set,mortgage,20111124,Public,240000000
1529,10005,Registered building set,mortgage,20140929,Public,120000000
1529,10006,Registered building set,mortgage,20160525,Public,288000000
1529,10007,Registered building set,mortgage,20160610,Private,40000000
1530,10001,Registered building set,ownership transfer,20060818,Private,0
1530,10002,Registered building set,provisional attachment,20160826,Public,107169883
1530,10003,Registered building set,random auction,20160831,Private,0
1530,10004,Registered building set,provisional attachment,20160902,Public,251252702
1530,10005,Registered building set,provisional attachment,20160907,Public,25590924
1530,10006,Registered building set,provisional attachment,20160923,Public,116017444
1530,10007,Registered building set,provisional attachment,20160928,Public,132000000
1530,10008,Registered building set,provisional attachment,20161005,Public,47766278
1530,10009,Registered building set,provisional attachment,20161005,Public,216742439
1530,10010,Registered building set,provisional attachment,20161007,Public,13712849
1530,10011,Registered building set,provisional attachment,20161018,Public,16922763
1530,10012,Registered building set,provisional attachment,20161019,Public,64616185
1530,10013,Registered building set,random auction,20170103,Public,0
1530,10014,Registered building set,mortgage,20080228,Public,60000000
